report_id,row_id,col_id,cell_type,cell_formatted,sort_order,_sub_col_order
PUB-AE-BY-SOC,R0040,Total_pct,PERCENTAGE,(0.4),40,2
PUB-AE-BY-SOC,R0040,Xanomeline_High_Dose_n,INTEGER,0,40,1
PUB-AE-BY-SOC,R0040,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),40,2
PUB-AE-BY-SOC,R0040,Xanomeline_Low_Dose_n,INTEGER,0,40,1
PUB-AE-BY-SOC,R0040,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),40,2
PUB-AE-BY-SOC,R0041,Placebo_n,INTEGER,1,41,1
PUB-AE-BY-SOC,R0041,Placebo_pct,PERCENTAGE,(1.2),41,2
PUB-AE-BY-SOC,R0041,Total_n,INTEGER,1,41,1
PUB-AE-BY-SOC,R0041,Total_pct,PERCENTAGE,(0.4),41,2
PUB-AE-BY-SOC,R0041,Xanomeline_High_Dose_n,INTEGER,0,41,1
PUB-AE-BY-SOC,R0041,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),41,2
PUB-AE-BY-SOC,R0041,Xanomeline_Low_Dose_n,INTEGER,0,41,1
PUB-AE-BY-SOC,R0041,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),41,2
PUB-AE-BY-SOC,R0042,Placebo_n,INTEGER,3,42,1
PUB-AE-BY-SOC,R0042,Placebo_pct,PERCENTAGE,(3.5),42,2
PUB-AE-BY-SOC,R0042,Total_n,INTEGER,12,42,1
PUB-AE-BY-SOC,R0042,Total_pct,PERCENTAGE,(4.7),42,2
PUB-AE-BY-SOC,R0042,Xanomeline_High_Dose_n,INTEGER,6,42,1
PUB-AE-BY-SOC,R0042,Xanomeline_High_Dose_pct,PERCENTAGE,(7.1),42,2
PUB-AE-BY-SOC,R0042,Xanomeline_Low_Dose_n,INTEGER,3,42,1
PUB-AE-BY-SOC,R0042,Xanomeline_Low_Dose_pct,PERCENTAGE,(3.6),42,2
PUB-AE-BY-SOC,R0043,Placebo_n,INTEGER,0,43,1
PUB-AE-BY-SOC,R0043,Placebo_pct,PERCENTAGE,(0.0),43,2
PUB-AE-BY-SOC,R0043,Total_n,INTEGER,1,43,1
PUB-AE-BY-SOC,R0043,Total_pct,PERCENTAGE,(0.4),43,2
PUB-AE-BY-SOC,R0043,Xanomeline_High_Dose_n,INTEGER,0,43,1
PUB-AE-BY-SOC,R0043,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),43,2
PUB-AE-BY-SOC,R0043,Xanomeline_Low_Dose_n,INTEGER,1,43,1
PUB-AE-BY-SOC,R0043,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),43,2
PUB-AE-BY-SOC,R0044,Placebo_n,INTEGER,0,44,1
PUB-AE-BY-SOC,R0044,Placebo_pct,PERCENTAGE,(0.0),44,2
PUB-AE-BY-SOC,R0044,Total_n,INTEGER,4,44,1
PUB-AE-BY-SOC,R0044,Total_pct,PERCENTAGE,(1.6),44,2
PUB-AE-BY-SOC,R0044,Xanomeline_High_Dose_n,INTEGER,4,44,1
PUB-AE-BY-SOC,R0044,Xanomeline_High_Dose_pct,PERCENTAGE,(4.8),44,2
PUB-AE-BY-SOC,R0044,Xanomeline_Low_Dose_n,INTEGER,0,44,1
PUB-AE-BY-SOC,R0044,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),44,2
PUB-AE-BY-SOC,R0045,Placebo_n,INTEGER,0,45,1
PUB-AE-BY-SOC,R0045,Placebo_pct,PERCENTAGE,(0.0),45,2
PUB-AE-BY-SOC,R0045,Total_n,INTEGER,1,45,1
PUB-AE-BY-SOC,R0045,Total_pct,PERCENTAGE,(0.4),45,2
PUB-AE-BY-SOC,R0045,Xanomeline_High_Dose_n,INTEGER,1,45,1
PUB-AE-BY-SOC,R0045,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),45,2
PUB-AE-BY-SOC,R0045,Xanomeline_Low_Dose_n,INTEGER,0,45,1
PUB-AE-BY-SOC,R0045,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),45,2
PUB-AE-BY-SOC,R0046,Placebo_n,INTEGER,3,46,1
PUB-AE-BY-SOC,R0046,Placebo_pct,PERCENTAGE,(3.5),46,2
PUB-AE-BY-SOC,R0046,Total_n,INTEGER,13,46,1
PUB-AE-BY-SOC,R0046,Total_pct,PERCENTAGE,(5.1),46,2
PUB-AE-BY-SOC,R0046,Xanomeline_High_Dose_n,INTEGER,7,46,1
PUB-AE-BY-SOC,R0046,Xanomeline_High_Dose_pct,PERCENTAGE,(8.3),46,2
PUB-AE-BY-SOC,R0046,Xanomeline_Low_Dose_n,INTEGER,3,46,1
PUB-AE-BY-SOC,R0046,Xanomeline_Low_Dose_pct,PERCENTAGE,(3.6),46,2
PUB-AE-BY-SOC,R0047,Placebo_n,INTEGER,0,47,1
PUB-AE-BY-SOC,R0047,Placebo_pct,PERCENTAGE,(0.0),47,2
PUB-AE-BY-SOC,R0047,Total_n,INTEGER,1,47,1
PUB-AE-BY-SOC,R0047,Total_pct,PERCENTAGE,(0.4),47,2
PUB-AE-BY-SOC,R0047,Xanomeline_High_Dose_n,INTEGER,0,47,1
PUB-AE-BY-SOC,R0047,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),47,2
PUB-AE-BY-SOC,R0047,Xanomeline_Low_Dose_n,INTEGER,1,47,1
PUB-AE-BY-SOC,R0047,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),47,2
PUB-AE-BY-SOC,R0048,Placebo_n,INTEGER,5,48,1
PUB-AE-BY-SOC,R0048,Placebo_pct,PERCENTAGE,(5.8),48,2
PUB-AE-BY-SOC,R0048,Total_n,INTEGER,21,48,1
PUB-AE-BY-SOC,R0048,Total_pct,PERCENTAGE,(8.3),48,2
PUB-AE-BY-SOC,R0048,Xanomeline_High_Dose_n,INTEGER,7,48,1
PUB-AE-BY-SOC,R0048,Xanomeline_High_Dose_pct,PERCENTAGE,(8.3),48,2
PUB-AE-BY-SOC,R0048,Xanomeline_Low_Dose_n,INTEGER,9,48,1
PUB-AE-BY-SOC,R0048,Xanomeline_Low_Dose_pct,PERCENTAGE,(10.7),48,2
PUB-AE-BY-SOC,R0049,Placebo_n,INTEGER,0,49,1
PUB-AE-BY-SOC,R0049,Placebo_pct,PERCENTAGE,(0.0),49,2
PUB-AE-BY-SOC,R0049,Total_n,INTEGER,1,49,1
PUB-AE-BY-SOC,R0049,Total_pct,PERCENTAGE,(0.4),49,2
PUB-AE-BY-SOC,R0049,Xanomeline_High_Dose_n,INTEGER,0,49,1
PUB-AE-BY-SOC,R0049,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),49,2
PUB-AE-BY-SOC,R0049,Xanomeline_Low_Dose_n,INTEGER,1,49,1
PUB-AE-BY-SOC,R0049,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),49,2
PUB-AE-BY-SOC,R0050,Placebo_n,INTEGER,0,50,1
PUB-AE-BY-SOC,R0050,Placebo_pct,PERCENTAGE,(0.0),50,2
PUB-AE-BY-SOC,R0050,Total_n,INTEGER,1,50,1
PUB-AE-BY-SOC,R0050,Total_pct,PERCENTAGE,(0.4),50,2
PUB-AE-BY-SOC,R0050,Xanomeline_High_Dose_n,INTEGER,1,50,1
PUB-AE-BY-SOC,R0050,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),50,2
PUB-AE-BY-SOC,R0050,Xanomeline_Low_Dose_n,INTEGER,0,50,1
PUB-AE-BY-SOC,R0050,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),50,2
PUB-AE-BY-SOC,R0051,Placebo_n,INTEGER,0,51,1
PUB-AE-BY-SOC,R0051,Placebo_pct,PERCENTAGE,(0.0),51,2
PUB-AE-BY-SOC,R0051,Total_n,INTEGER,1,51,1
PUB-AE-BY-SOC,R0051,Total_pct,PERCENTAGE,(0.4),51,2
PUB-AE-BY-SOC,R0051,Xanomeline_High_Dose_n,INTEGER,0,51,1
PUB-AE-BY-SOC,R0051,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),51,2
PUB-AE-BY-SOC,R0051,Xanomeline_Low_Dose_n,INTEGER,1,51,1
PUB-AE-BY-SOC,R0051,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),51,2
PUB-AE-BY-SOC,R0052,Placebo_n,INTEGER,3,52,1
PUB-AE-BY-SOC,R0052,Placebo_pct,PERCENTAGE,(3.5),52,2
PUB-AE-BY-SOC,R0052,Total_n,INTEGER,30,52,1
PUB-AE-BY-SOC,R0052,Total_pct,PERCENTAGE,(11.8),52,2
PUB-AE-BY-SOC,R0052,Xanomeline_High_Dose_n,INTEGER,15,52,1
PUB-AE-BY-SOC,R0052,Xanomeline_High_Dose_pct,PERCENTAGE,(17.9),52,2
PUB-AE-BY-SOC,R0052,Xanomeline_Low_Dose_n,INTEGER,12,52,1
PUB-AE-BY-SOC,R0052,Xanomeline_Low_Dose_pct,PERCENTAGE,(14.3),52,2
PUB-AE-BY-SOC,R0053,Placebo_n,INTEGER,1,53,1
PUB-AE-BY-SOC,R0053,Placebo_pct,PERCENTAGE,(1.2),53,2
PUB-AE-BY-SOC,R0053,Total_n,INTEGER,1,53,1
PUB-AE-BY-SOC,R0053,Total_pct,PERCENTAGE,(0.4),53,2
PUB-AE-BY-SOC,R0053,Xanomeline_High_Dose_n,INTEGER,0,53,1
PUB-AE-BY-SOC,R0053,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),53,2
PUB-AE-BY-SOC,R0053,Xanomeline_Low_Dose_n,INTEGER,0,53,1
PUB-AE-BY-SOC,R0053,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),53,2
PUB-AE-BY-SOC,R0054,Placebo_n,INTEGER,3,54,1
PUB-AE-BY-SOC,R0054,Placebo_pct,PERCENTAGE,(3.5),54,2
PUB-AE-BY-SOC,R0054,Total_n,INTEGER,21,54,1
PUB-AE-BY-SOC,R0054,Total_pct,PERCENTAGE,(8.3),54,2
PUB-AE-BY-SOC,R0054,Xanomeline_High_Dose_n,INTEGER,9,54,1
PUB-AE-BY-SOC,R0054,Xanomeline_High_Dose_pct,PERCENTAGE,(10.7),54,2
PUB-AE-BY-SOC,R0054,Xanomeline_Low_Dose_n,INTEGER,9,54,1
PUB-AE-BY-SOC,R0054,Xanomeline_Low_Dose_pct,PERCENTAGE,(10.7),54,2
PUB-AE-BY-SOC,R0055,Placebo_n,INTEGER,0,55,1
PUB-AE-BY-SOC,R0055,Placebo_pct,PERCENTAGE,(0.0),55,2
PUB-AE-BY-SOC,R0055,Total_n,INTEGER,2,55,1
PUB-AE-BY-SOC,R0055,Total_pct,PERCENTAGE,(0.8),55,2
PUB-AE-BY-SOC,R0055,Xanomeline_High_Dose_n,INTEGER,2,55,1
PUB-AE-BY-SOC,R0055,Xanomeline_High_Dose_pct,PERCENTAGE,(2.4),55,2
PUB-AE-BY-SOC,R0055,Xanomeline_Low_Dose_n,INTEGER,0,55,1
PUB-AE-BY-SOC,R0055,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),55,2
PUB-AE-BY-SOC,R0056,Placebo_n,INTEGER,0,56,1
PUB-AE-BY-SOC,R0056,Placebo_pct,PERCENTAGE,(0.0),56,2
PUB-AE-BY-SOC,R0056,Total_n,INTEGER,2,56,1
PUB-AE-BY-SOC,R0056,Total_pct,PERCENTAGE,(0.8),56,2
PUB-AE-BY-SOC,R0056,Xanomeline_High_Dose_n,INTEGER,2,56,1
PUB-AE-BY-SOC,R0056,Xanomeline_High_Dose_pct,PERCENTAGE,(2.4),56,2
PUB-AE-BY-SOC,R0056,Xanomeline_Low_Dose_n,INTEGER,0,56,1
PUB-AE-BY-SOC,R0056,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),56,2
PUB-AE-BY-SOC,R0057,Placebo_n,INTEGER,6,57,1
PUB-AE-BY-SOC,R0057,Placebo_pct,PERCENTAGE,(7.0),57,2
PUB-AE-BY-SOC,R0057,Total_n,INTEGER,50,57,1
PUB-AE-BY-SOC,R0057,Total_pct,PERCENTAGE,(19.7),57,2
PUB-AE-BY-SOC,R0057,Xanomeline_High_Dose_n,INTEGER,22,57,1
PUB-AE-BY-SOC,R0057,Xanomeline_High_Dose_pct,PERCENTAGE,(26.2),57,2
PUB-AE-BY-SOC,R0057,Xanomeline_Low_Dose_n,INTEGER,22,57,1
PUB-AE-BY-SOC,R0057,Xanomeline_Low_Dose_pct,PERCENTAGE,(26.2),57,2
PUB-AE-BY-SOC,R0058,Placebo_n,INTEGER,1,58,1
PUB-AE-BY-SOC,R0058,Placebo_pct,PERCENTAGE,(1.2),58,2
PUB-AE-BY-SOC,R0058,Total_n,INTEGER,2,58,1
PUB-AE-BY-SOC,R0058,Total_pct,PERCENTAGE,(0.8),58,2
PUB-AE-BY-SOC,R0058,Xanomeline_High_Dose_n,INTEGER,1,58,1
PUB-AE-BY-SOC,R0058,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),58,2
PUB-AE-BY-SOC,R0058,Xanomeline_Low_Dose_n,INTEGER,0,58,1
PUB-AE-BY-SOC,R0058,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),58,2
PUB-AE-BY-SOC,R0059,Placebo_n,INTEGER,0,59,1
PUB-AE-BY-SOC,R0059,Placebo_pct,PERCENTAGE,(0.0),59,2
PUB-AE-BY-SOC,R0059,Total_n,INTEGER,3,59,1
PUB-AE-BY-SOC,R0059,Total_pct,PERCENTAGE,(1.2),59,2
PUB-AE-BY-SOC,R0059,Xanomeline_High_Dose_n,INTEGER,2,59,1
PUB-AE-BY-SOC,R0059,Xanomeline_High_Dose_pct,PERCENTAGE,(2.4),59,2
PUB-AE-BY-SOC,R0059,Xanomeline_Low_Dose_n,INTEGER,1,59,1
PUB-AE-BY-SOC,R0059,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),59,2
PUB-AE-BY-SOC,R0060,Placebo_n,INTEGER,0,60,1
PUB-AE-BY-SOC,R0060,Placebo_pct,PERCENTAGE,(0.0),60,2
PUB-AE-BY-SOC,R0060,Total_n,INTEGER,3,60,1
PUB-AE-BY-SOC,R0060,Total_pct,PERCENTAGE,(1.2),60,2
PUB-AE-BY-SOC,R0060,Xanomeline_High_Dose_n,INTEGER,1,60,1
PUB-AE-BY-SOC,R0060,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),60,2
PUB-AE-BY-SOC,R0060,Xanomeline_Low_Dose_n,INTEGER,2,60,1
PUB-AE-BY-SOC,R0060,Xanomeline_Low_Dose_pct,PERCENTAGE,(2.4),60,2
PUB-AE-BY-SOC,R0061,Placebo_n,INTEGER,1,61,1
PUB-AE-BY-SOC,R0061,Placebo_pct,PERCENTAGE,(1.2),61,2
PUB-AE-BY-SOC,R0061,Total_n,INTEGER,11,61,1
PUB-AE-BY-SOC,R0061,Total_pct,PERCENTAGE,(4.3),61,2
PUB-AE-BY-SOC,R0061,Xanomeline_High_Dose_n,INTEGER,6,61,1
PUB-AE-BY-SOC,R0061,Xanomeline_High_Dose_pct,PERCENTAGE,(7.1),61,2
PUB-AE-BY-SOC,R0061,Xanomeline_Low_Dose_n,INTEGER,4,61,1
PUB-AE-BY-SOC,R0061,Xanomeline_Low_Dose_pct,PERCENTAGE,(4.8),61,2
PUB-AE-BY-SOC,R0062,Placebo_n,INTEGER,0,62,1
PUB-AE-BY-SOC,R0062,Placebo_pct,PERCENTAGE,(0.0),62,2
PUB-AE-BY-SOC,R0062,Total_n,INTEGER,1,62,1
PUB-AE-BY-SOC,R0062,Total_pct,PERCENTAGE,(0.4),62,2
PUB-AE-BY-SOC,R0062,Xanomeline_High_Dose_n,INTEGER,0,62,1
PUB-AE-BY-SOC,R0062,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),62,2
PUB-AE-BY-SOC,R0062,Xanomeline_Low_Dose_n,INTEGER,1,62,1
PUB-AE-BY-SOC,R0062,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),62,2
PUB-AE-BY-SOC,R0063,Placebo_n,INTEGER,1,63,1
PUB-AE-BY-SOC,R0063,Placebo_pct,PERCENTAGE,(1.2),63,2
PUB-AE-BY-SOC,R0063,Total_n,INTEGER,2,63,1
PUB-AE-BY-SOC,R0063,Total_pct,PERCENTAGE,(0.8),63,2
PUB-AE-BY-SOC,R0063,Xanomeline_High_Dose_n,INTEGER,1,63,1
PUB-AE-BY-SOC,R0063,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),63,2
PUB-AE-BY-SOC,R0063,Xanomeline_Low_Dose_n,INTEGER,0,63,1
PUB-AE-BY-SOC,R0063,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),63,2
PUB-AE-BY-SOC,R0064,Placebo_n,INTEGER,0,64,1
PUB-AE-BY-SOC,R0064,Placebo_pct,PERCENTAGE,(0.0),64,2
PUB-AE-BY-SOC,R0064,Total_n,INTEGER,2,64,1
PUB-AE-BY-SOC,R0064,Total_pct,PERCENTAGE,(0.8),64,2
PUB-AE-BY-SOC,R0064,Xanomeline_High_Dose_n,INTEGER,2,64,1
PUB-AE-BY-SOC,R0064,Xanomeline_High_Dose_pct,PERCENTAGE,(2.4),64,2
PUB-AE-BY-SOC,R0064,Xanomeline_Low_Dose_n,INTEGER,0,64,1
PUB-AE-BY-SOC,R0064,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),64,2
PUB-AE-BY-SOC,R0065,Placebo_n,INTEGER,0,65,1
PUB-AE-BY-SOC,R0065,Placebo_pct,PERCENTAGE,(0.0),65,2
PUB-AE-BY-SOC,R0065,Total_n,INTEGER,2,65,1
PUB-AE-BY-SOC,R0065,Total_pct,PERCENTAGE,(0.8),65,2
PUB-AE-BY-SOC,R0065,Xanomeline_High_Dose_n,INTEGER,2,65,1
PUB-AE-BY-SOC,R0065,Xanomeline_High_Dose_pct,PERCENTAGE,(2.4),65,2
PUB-AE-BY-SOC,R0065,Xanomeline_Low_Dose_n,INTEGER,0,65,1
PUB-AE-BY-SOC,R0065,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),65,2
PUB-AE-BY-SOC,R0066,Placebo_n,INTEGER,1,66,1
PUB-AE-BY-SOC,R0066,Placebo_pct,PERCENTAGE,(1.2),66,2
PUB-AE-BY-SOC,R0066,Total_n,INTEGER,3,66,1
PUB-AE-BY-SOC,R0066,Total_pct,PERCENTAGE,(1.2),66,2
PUB-AE-BY-SOC,R0066,Xanomeline_High_Dose_n,INTEGER,1,66,1
PUB-AE-BY-SOC,R0066,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),66,2
PUB-AE-BY-SOC,R0066,Xanomeline_Low_Dose_n,INTEGER,1,66,1
PUB-AE-BY-SOC,R0066,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),66,2
PUB-AE-BY-SOC,R0067,Placebo_n,INTEGER,1,67,1
PUB-AE-BY-SOC,R0067,Placebo_pct,PERCENTAGE,(1.2),67,2
PUB-AE-BY-SOC,R0067,Total_n,INTEGER,11,67,1
PUB-AE-BY-SOC,R0067,Total_pct,PERCENTAGE,(4.3),67,2
PUB-AE-BY-SOC,R0067,Xanomeline_High_Dose_n,INTEGER,5,67,1
PUB-AE-BY-SOC,R0067,Xanomeline_High_Dose_pct,PERCENTAGE,(6.0),67,2
PUB-AE-BY-SOC,R0067,Xanomeline_Low_Dose_n,INTEGER,5,67,1
PUB-AE-BY-SOC,R0067,Xanomeline_Low_Dose_pct,PERCENTAGE,(6.0),67,2
PUB-AE-BY-SOC,R0068,Placebo_n,INTEGER,0,68,1
PUB-AE-BY-SOC,R0068,Placebo_pct,PERCENTAGE,(0.0),68,2
PUB-AE-BY-SOC,R0068,Total_n,INTEGER,1,68,1
PUB-AE-BY-SOC,R0068,Total_pct,PERCENTAGE,(0.4),68,2
PUB-AE-BY-SOC,R0068,Xanomeline_High_Dose_n,INTEGER,1,68,1
PUB-AE-BY-SOC,R0068,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),68,2
PUB-AE-BY-SOC,R0068,Xanomeline_Low_Dose_n,INTEGER,0,68,1
PUB-AE-BY-SOC,R0068,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),68,2
PUB-AE-BY-SOC,R0069,Placebo_n,INTEGER,0,69,1
PUB-AE-BY-SOC,R0069,Placebo_pct,PERCENTAGE,(0.0),69,2
PUB-AE-BY-SOC,R0069,Total_n,INTEGER,1,69,1
PUB-AE-BY-SOC,R0069,Total_pct,PERCENTAGE,(0.4),69,2
PUB-AE-BY-SOC,R0069,Xanomeline_High_Dose_n,INTEGER,1,69,1
PUB-AE-BY-SOC,R0069,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),69,2
PUB-AE-BY-SOC,R0069,Xanomeline_Low_Dose_n,INTEGER,0,69,1
PUB-AE-BY-SOC,R0069,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),69,2
PUB-AE-BY-SOC,R0070,Placebo_n,INTEGER,0,70,1
PUB-AE-BY-SOC,R0070,Placebo_pct,PERCENTAGE,(0.0),70,2
PUB-AE-BY-SOC,R0070,Total_n,INTEGER,1,70,1
PUB-AE-BY-SOC,R0070,Total_pct,PERCENTAGE,(0.4),70,2
PUB-AE-BY-SOC,R0070,Xanomeline_High_Dose_n,INTEGER,0,70,1
PUB-AE-BY-SOC,R0070,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),70,2
PUB-AE-BY-SOC,R0070,Xanomeline_Low_Dose_n,INTEGER,1,70,1
PUB-AE-BY-SOC,R0070,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),70,2
PUB-AE-BY-SOC,R0071,Placebo_n,INTEGER,0,71,1
PUB-AE-BY-SOC,R0071,Placebo_pct,PERCENTAGE,(0.0),71,2
PUB-AE-BY-SOC,R0071,Total_n,INTEGER,3,71,1
PUB-AE-BY-SOC,R0071,Total_pct,PERCENTAGE,(1.2),71,2
PUB-AE-BY-SOC,R0071,Xanomeline_High_Dose_n,INTEGER,2,71,1
PUB-AE-BY-SOC,R0071,Xanomeline_High_Dose_pct,PERCENTAGE,(2.4),71,2
PUB-AE-BY-SOC,R0071,Xanomeline_Low_Dose_n,INTEGER,1,71,1
PUB-AE-BY-SOC,R0071,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),71,2
PUB-AE-BY-SOC,R0072,Placebo_n,INTEGER,0,72,1
PUB-AE-BY-SOC,R0072,Placebo_pct,PERCENTAGE,(0.0),72,2
PUB-AE-BY-SOC,R0072,Total_n,INTEGER,2,72,1
PUB-AE-BY-SOC,R0072,Total_pct,PERCENTAGE,(0.8),72,2
PUB-AE-BY-SOC,R0072,Xanomeline_High_Dose_n,INTEGER,0,72,1
PUB-AE-BY-SOC,R0072,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),72,2
PUB-AE-BY-SOC,R0072,Xanomeline_Low_Dose_n,INTEGER,2,72,1
PUB-AE-BY-SOC,R0072,Xanomeline_Low_Dose_pct,PERCENTAGE,(2.4),72,2
PUB-AE-BY-SOC,R0073,Placebo_n,INTEGER,2,73,1
PUB-AE-BY-SOC,R0073,Placebo_pct,PERCENTAGE,(2.3),73,2
PUB-AE-BY-SOC,R0073,Total_n,INTEGER,5,73,1
PUB-AE-BY-SOC,R0073,Total_pct,PERCENTAGE,(2.0),73,2
PUB-AE-BY-SOC,R0073,Xanomeline_High_Dose_n,INTEGER,2,73,1
PUB-AE-BY-SOC,R0073,Xanomeline_High_Dose_pct,PERCENTAGE,(2.4),73,2
PUB-AE-BY-SOC,R0073,Xanomeline_Low_Dose_n,INTEGER,1,73,1
PUB-AE-BY-SOC,R0073,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),73,2
PUB-AE-BY-SOC,R0074,Placebo_n,INTEGER,0,74,1
PUB-AE-BY-SOC,R0074,Placebo_pct,PERCENTAGE,(0.0),74,2
PUB-AE-BY-SOC,R0074,Total_n,INTEGER,2,74,1
PUB-AE-BY-SOC,R0074,Total_pct,PERCENTAGE,(0.8),74,2
PUB-AE-BY-SOC,R0074,Xanomeline_High_Dose_n,INTEGER,1,74,1
PUB-AE-BY-SOC,R0074,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),74,2
PUB-AE-BY-SOC,R0074,Xanomeline_Low_Dose_n,INTEGER,1,74,1
PUB-AE-BY-SOC,R0074,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),74,2
PUB-AE-BY-SOC,R0075,Placebo_n,INTEGER,2,75,1
PUB-AE-BY-SOC,R0075,Placebo_pct,PERCENTAGE,(2.3),75,2
PUB-AE-BY-SOC,R0075,Total_n,INTEGER,3,75,1
PUB-AE-BY-SOC,R0075,Total_pct,PERCENTAGE,(1.2),75,2
PUB-AE-BY-SOC,R0075,Xanomeline_High_Dose_n,INTEGER,1,75,1
PUB-AE-BY-SOC,R0075,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),75,2
PUB-AE-BY-SOC,R0075,Xanomeline_Low_Dose_n,INTEGER,0,75,1
PUB-AE-BY-SOC,R0075,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),75,2
PUB-AE-BY-SOC,R0076,Placebo_n,INTEGER,0,76,1
PUB-AE-BY-SOC,R0076,Placebo_pct,PERCENTAGE,(0.0),76,2
PUB-AE-BY-SOC,R0076,Total_n,INTEGER,1,76,1
PUB-AE-BY-SOC,R0076,Total_pct,PERCENTAGE,(0.4),76,2
PUB-AE-BY-SOC,R0076,Xanomeline_High_Dose_n,INTEGER,0,76,1
PUB-AE-BY-SOC,R0076,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),76,2
PUB-AE-BY-SOC,R0076,Xanomeline_Low_Dose_n,INTEGER,1,76,1
PUB-AE-BY-SOC,R0076,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),76,2
PUB-AE-BY-SOC,R0077,Placebo_n,INTEGER,0,77,1
PUB-AE-BY-SOC,R0077,Placebo_pct,PERCENTAGE,(0.0),77,2
PUB-AE-BY-SOC,R0077,Total_n,INTEGER,1,77,1
PUB-AE-BY-SOC,R0077,Total_pct,PERCENTAGE,(0.4),77,2
PUB-AE-BY-SOC,R0077,Xanomeline_High_Dose_n,INTEGER,0,77,1
PUB-AE-BY-SOC,R0077,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),77,2
PUB-AE-BY-SOC,R0077,Xanomeline_Low_Dose_n,INTEGER,1,77,1
PUB-AE-BY-SOC,R0077,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),77,2
PUB-AE-BY-SOC,R0078,Placebo_n,INTEGER,0,78,1
PUB-AE-BY-SOC,R0078,Placebo_pct,PERCENTAGE,(0.0),78,2
PUB-AE-BY-SOC,R0078,Total_n,INTEGER,1,78,1
PUB-AE-BY-SOC,R0078,Total_pct,PERCENTAGE,(0.4),78,2
PUB-AE-BY-SOC,R0078,Xanomeline_High_Dose_n,INTEGER,0,78,1
PUB-AE-BY-SOC,R0078,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),78,2
PUB-AE-BY-SOC,R0078,Xanomeline_Low_Dose_n,INTEGER,1,78,1
PUB-AE-BY-SOC,R0078,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),78,2
PUB-AE-BY-SOC,R0079,Placebo_n,INTEGER,0,79,1
PUB-AE-BY-SOC,R0079,Placebo_pct,PERCENTAGE,(0.0),79,2
PUB-AE-BY-SOC,R0079,Total_n,INTEGER,1,79,1
PUB-AE-BY-SOC,R0079,Total_pct,PERCENTAGE,(0.4),79,2
PUB-AE-BY-SOC,R0079,Xanomeline_High_Dose_n,INTEGER,0,79,1
PUB-AE-BY-SOC,R0079,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),79,2
